STAY_DATE,PROPERTY,ROOM_CATEGORY,Rooms_Sold,Room_Revenue,Occupancy_Percentage
2022-01-15,Williamsburg,PRE,86,56627.34,23.626373626373624
2022-01-15,Williamsburg,STA,150,63538.12,41.208791208791204
2022-01-15,Williamsburg,THE,149,77723.95,40.934065934065934
2022-01-15,Wisconsin Dells,PRE,41,22201.44,13.355048859934854
2022-01-15,Wisconsin Dells,STA,208,51561.6,67.75244299674267
2022-01-15,Wisconsin Dells,THE,65,30062.94,21.172638436482085
2022-01-16,Atlanta,PRE,45,23537.29,10.948905109489052
2022-01-16,Atlanta,STA,119,41672.41,28.953771289537713
2022-01-16,Atlanta,THE,113,47193.26,27.49391727493917
2022-01-16,Colorado,PRE,17,8099.78,7.834101382488479
2022-01-16,Colorado,STA,136,38701.97,62.67281105990783
2022-01-16,Colorado,THE,51,17468.2,23.502304147465438
2022-01-16,Concord,PRE,44,26421.61,13.707165109034266
2022-01-16,Concord,STA,163,55133.45,50.77881619937694
2022-01-16,Concord,THE,131,53515.44,40.809968847352025
2022-01-16,Grand Mound,PRE,50,27657.61,15.723270440251572
2022-01-16,Grand Mound,STA,162,47251.340000000004,50.943396226415096
2022-01-16,Grand Mound,THE,98,39641.72,30.81761006289308
2022-01-16,Grapevine,PRE,44,25994.72,8.088235294117647
2022-01-16,Grapevine,STA,272,70840.76,50.0
2022-01-16,Grapevine,THE,207,68768.21,38.05147058823529
2022-01-16,Gurnee,PRE,17,7884.07,5.13595166163142
2022-01-16,Gurnee,STA,155,42227.23,46.82779456193353
2022-01-16,Gurnee,THE,149,43957.24,45.01510574018127
2022-01-16,Kansas City,PRE,19,8664.22,16.964285714285715
2022-01-16,Kansas City,STA,60,18414.79,53.57142857142857
2022-01-16,Kansas City,THE,64,23632.23,57.14285714285714
2022-01-16,Manteca,PRE,21,10094.78,5.6000000000000005
2022-01-16,Manteca,STA,216,58730.95,57.599999999999994
2022-01-16,Manteca,THE,98,36402.58,26.13333333333333
2022-01-16,Mason,PRE,67,35649.74,16.708229426433917
2022-01-16,Mason,STA,193,60754.05,48.12967581047381
2022-01-16,Mason,THE,154,59591.81,38.403990024937656
2022-01-16,Minnesota,PRE,20,7156.22,4.9504950495049505
2022-01-16,Minnesota,STA,272,69079.84,67.32673267326733
2022-01-16,Minnesota,THE,62,22567.91,15.346534653465346
2022-01-16,New England,PRE,18,12110.27,5.555555555555555
2022-01-16,New England,STA,264,83991.73,81.48148148148148
2022-01-16,New England,THE,61,29385.01,18.82716049382716
2022-01-16,Poconos,PRE,60,42245.65,14.962593516209477
2022-01-16,Poconos,STA,166,72455.6,41.39650872817955
2022-01-16,Poconos,THE,137,75043.06999999999,34.1645885286783
2022-01-16,Sandusky,PRE,21,9292.74,7.7490774907749085
2022-01-16,Sandusky,STA,142,40550.29,52.398523985239855
2022-01-16,Sandusky,THE,83,29458.51,30.627306273062732
2022-01-16,Scottsdale,PRE,38,16697.43,13.571428571428571
2022-01-16,Scottsdale,STA,103,28034.75,36.78571428571429
2022-01-16,Scottsdale,THE,104,38847.04,37.142857142857146
2022-01-16,Southern California,PRE,9,6090.58,1.8672199170124482
2022-01-16,Southern California,STA,304,64857.36,63.07053941908713
2022-01-16,Southern California,THE,66,23262.74,13.692946058091287
2022-01-16,Traverse City,PRE,25,10271.96,11.904761904761903
2022-01-16,Traverse City,STA,64,18231.47,30.476190476190478
2022-01-16,Traverse City,THE,92,32061.32,43.80952380952381
2022-01-16,Williamsburg,PRE,72,35340.2,25.4416961130742
2022-01-16,Williamsburg,STA,108,34517.36,38.16254416961131
2022-01-16,Williamsburg,THE,146,54521.5,51.590106007067135
2022-01-16,Wisconsin Dells,PRE,41,14243.99,13.355048859934854
2022-01-16,Wisconsin Dells,STA,209,41090.98,68.07817589576547
2022-01-16,Wisconsin Dells,THE,60,16419.14,19.54397394136808
2022-01-17,Atlanta,PRE,58,9648.46,18.181818181818183
2022-01-17,Atlanta,STA,133,16228.16,41.692789968652036
2022-01-17,Atlanta,THE,102,14780.07,31.974921630094045
2022-01-17,Colorado,PRE,11,3637.78,4.721030042918455
2022-01-17,Colorado,STA,159,20497.33,68.24034334763948
2022-01-17,Colorado,THE,51,9535.86,21.888412017167383
2022-01-17,Concord,PRE,34,13740.26,9.418282548476455
2022-01-17,Concord,STA,157,29306.74,43.49030470914128
2022-01-17,Concord,THE,138,33389.16,38.227146814404435
2022-01-17,Grand Mound,PRE,54,13651.77,13.5678391959799
2022-01-17,Grand Mound,STA,154,23999.37,38.69346733668342
2022-01-17,Grand Mound,THE,93,18492.63,23.366834170854272
2022-01-17,Grapevine,PRE,25,6170.46,4.595588235294118
2022-01-17,Grapevine,STA,141,18568.74,25.919117647058826
2022-01-17,Grapevine,THE,131,20373.64,24.080882352941178
2022-01-17,Gurnee,PRE,7,2304.94,2.422145328719723
2022-01-17,Gurnee,STA,164,18155.37,56.747404844290664
2022-01-17,Gurnee,THE,83,11608.4,28.719723183391004
2022-01-17,Kansas City,PRE,17,4255.77,15.178571428571427
2022-01-17,Kansas City,STA,61,8204.33,54.46428571428571
2022-01-17,Kansas City,THE,51,10177.77,45.535714285714285
2022-01-17,Manteca,PRE,10,2847.75,2.3529411764705883
2022-01-17,Manteca,STA,137,19162.45,32.23529411764706
2022-01-17,Manteca,THE,70,13984.24,16.470588235294116
2022-01-17,Mason,PRE,59,16714.3,14.713216957605985
2022-01-17,Mason,STA,170,26711.22,42.394014962593516
2022-01-17,Mason,THE,153,29787.05,38.15461346633416
2022-01-17,Minnesota,PRE,15,3121.84,3.7128712871287126
2022-01-17,Minnesota,STA,159,18378.88,39.35643564356436
2022-01-17,Minnesota,THE,66,10079.55,16.33663366336634
2022-01-17,New England,PRE,19,9286.460000000001,5.864197530864197
2022-01-17,New England,STA,262,42687.35,80.8641975308642
2022-01-17,New England,THE,53,13831.39,16.358024691358025
2022-01-17,Poconos,PRE,51,17967.94,12.718204488778055
2022-01-17,Poconos,STA,204,46583.75,50.87281795511222
2022-01-17,Poconos,THE,99,27542.8,24.688279301745634
2022-01-17,Sandusky,PRE,21,4643.13,8.641975308641975
2022-01-17,Sandusky,STA,147,18536.46,60.49382716049383
2022-01-17,Sandusky,THE,75,12209.15,30.864197530864196
2022-01-17,Scottsdale,PRE,27,6373.22,10.305343511450381
2022-01-17,Scottsdale,STA,109,17566.45,41.603053435114504
2022-01-17,Scottsdale,THE,96,14432.57,36.6412213740458
2022-01-17,Southern California,PRE,2,845.95,0.4149377593360996
2022-01-17,Southern California,STA,130,17230.5,26.970954356846473
2022-01-17,Southern California,THE,48,10464.51,9.95850622406639
2022-01-17,Traverse City,PRE,10,3100.25,5.1020408163265305
2022-01-17,Traverse City,STA,83,10567.73,42.3469387755102
2022-01-17,Traverse City,THE,73,12136.2,37.244897959183675
2022-01-17,Williamsburg,PRE,64,15933.05,17.582417582417584
2022-01-17,Williamsburg,STA,110,16167.789999999999,30.21978021978022
2022-01-17,Williamsburg,THE,81,15856.02,22.252747252747252
2022-01-17,Wisconsin Dells,PRE,25,4389.26,16.33986928104575
2022-01-17,Wisconsin Dells,STA,78,7927.62,50.98039215686274
2022-01-17,Wisconsin Dells,THE,32,5389.92,20.915032679738562
2022-01-18,Atlanta,PRE,34,5376.21,10.658307210031348
2022-01-18,Atlanta,STA,122,15039.23,38.24451410658307
2022-01-18,Atlanta,THE,64,8725.53,20.06269592476489
2022-01-18,Colorado,PRE,8,2443.24,3.4334763948497855
2022-01-18,Colorado,STA,76,8512.16,32.61802575107296
2022-01-18,Colorado,THE,29,5241.85,12.446351931330472
2022-01-18,Concord,PRE,22,6760.79,6.094182825484765
2022-01-18,Concord,STA,141,18323.87,39.05817174515235
2022-01-18,Concord,THE,87,14463.28,24.099722991689752
2022-01-18,Grand Mound,PRE,45,10329.22,11.306532663316583
2022-01-18,Grand Mound,STA,107,13454.24,26.884422110552762
2022-01-18,Grand Mound,THE,82,14364.87,20.603015075376884
2022-01-18,Grapevine,PRE,20,5027.13,3.6764705882352944
2022-01-18,Grapevine,STA,78,9907.63,14.338235294117647
2022-01-18,Grapevine,THE,67,10368.89,12.316176470588236
2022-01-18,Gurnee,PRE,4,1465.55,1.384083044982699
2022-01-18,Gurnee,STA,98,10878.37,33.910034602076124
2022-01-18,Gurnee,THE,40,5318.52,13.84083044982699
2022-01-18,Kansas City,PRE,18,4175.38,16.071428571428573
2022-01-18,Kansas City,STA,64,6851.95,57.14285714285714
2022-01-18,Kansas City,THE,20,2912.08,17.857142857142858
2022-01-18,Manteca,PRE,6,1411.0,1.411764705882353
2022-01-18,Manteca,STA,64,8000.7,15.058823529411763
2022-01-18,Manteca,THE,29,5352.39,6.8235294117647065
2022-01-18,Mason,PRE,57,12055.45,14.214463840399002
2022-01-18,Mason,STA,103,12171.17,25.6857855361596
2022-01-18,Mason,THE,110,14988.72,27.431421446384043
2022-01-18,Minnesota,PRE,7,1425.67,1.7326732673267329
2022-01-18,Minnesota,STA,65,7073.81,16.08910891089109
2022-01-18,Minnesota,THE,35,5073.95,8.663366336633663
2022-01-18,New England,PRE,12,5440.07,3.7037037037037033
2022-01-18,New England,STA,159,20196.64,49.074074074074076
2022-01-18,New England,THE,49,9994.48,15.123456790123457
2022-01-18,Poconos,PRE,49,13456.93,12.219451371571072
2022-01-18,Poconos,STA,209,33850.86,52.119700748129674
2022-01-18,Poconos,THE,84,18309.16,20.947630922693268
2022-01-18,Sandusky,PRE,24,3896.27,9.876543209876543
2022-01-18,Sandusky,STA,76,7877.14,31.275720164609055
2022-01-18,Sandusky,THE,56,6956.82,23.045267489711936
2022-01-18,Scottsdale,PRE,22,4796.56,8.396946564885496
2022-01-18,Scottsdale,STA,97,15333.85,37.02290076335878
2022-01-18,Scottsdale,THE,70,9551.63,26.717557251908396
2022-01-18,Southern California,PRE,1,345.77,0.2074688796680498
2022-01-18,Southern California,STA,72,9148.82,14.937759336099585
2022-01-18,Southern California,THE,28,5906.85,5.809128630705394
2022-01-18,Traverse City,PRE,4,1063.67,2.0408163265306123
2022-01-18,Traverse City,STA,76,7828.77,38.775510204081634
2022-01-18,Traverse City,THE,92,13125.66,46.93877551020408
2022-01-18,Williamsburg,PRE,57,11451.68,15.659340659340659
2022-01-18,Williamsburg,STA,101,13314.01,27.747252747252748
2022-01-18,Williamsburg,THE,72,11662.3,19.78021978021978
2022-01-18,Wisconsin Dells,PRE,18,3770.82,11.76470588235294
2022-01-18,Wisconsin Dells,STA,66,6500.63,43.13725490196079
2022-01-18,Wisconsin Dells,THE,16,2668.9,10.457516339869281
2022-01-19,Atlanta,PRE,33,5395.25,10.344827586206897
2022-01-19,Atlanta,STA,159,19951.07,49.843260188087775
2022-01-19,Atlanta,THE,58,7822.03,18.181818181818183
2022-01-19,Colorado,PRE,5,1596.25,2.1459227467811157
2022-01-19,Colorado,STA,80,9141.78,34.33476394849785
2022-01-19,Colorado,THE,27,4728.2,11.587982832618025
2022-01-19,Concord,PRE,19,5239.59,5.263157894736842
2022-01-19,Concord,STA,119,13831.06,32.96398891966759
2022-01-19,Concord,THE,64,10023.68,17.72853185595568
2022-01-19,Grand Mound,PRE,51,11073.74,12.814070351758794
2022-01-19,Grand Mound,STA,120,14707.44,30.15075376884422
2022-01-19,Grand Mound,THE,73,12983.23,18.341708542713565
2022-01-19,Grapevine,PRE,9,2257.09,1.6544117647058825
2022-01-19,Grapevine,STA,95,12644.28,17.463235294117645
2022-01-19,Grapevine,THE,54,7959.08,9.926470588235293
2022-01-19,Gurnee,PRE,4,1437.43,1.384083044982699
2022-01-19,Gurnee,STA,72,8140.9,24.91349480968858
2022-01-19,Gurnee,THE,42,5775.93,14.53287197231834
2022-01-19,Kansas City,PRE,18,3856.14,16.071428571428573
2022-01-19,Kansas City,STA,51,5511.54,45.535714285714285
2022-01-19,Kansas City,THE,19,2937.16,16.964285714285715
2022-01-19,Manteca,PRE,10,2666.15,2.3529411764705883
2022-01-19,Manteca,STA,38,4667.97,8.941176470588236
2022-01-19,Manteca,THE,19,3534.05,4.470588235294118
2022-01-19,Mason,PRE,60,11000.29,14.962593516209477
2022-01-19,Mason,STA,79,10015.55,19.70074812967581
2022-01-19,Mason,THE,79,10814.49,19.70074812967581
2022-01-19,Minnesota,PRE,6,1321.23,1.4851485148514851
2022-01-19,Minnesota,STA,74,8359.31,18.316831683168317
2022-01-19,Minnesota,THE,24,3501.3,5.9405940594059405
2022-01-19,New England,PRE,12,4262.85,3.7037037037037033
2022-01-19,New England,STA,144,18160.22,44.44444444444444
2022-01-19,New England,THE,44,8721.92,13.580246913580247
2022-01-19,Poconos,PRE,45,12872.93,11.221945137157107
2022-01-19,Poconos,STA,194,31027.49,48.37905236907731
2022-01-19,Poconos,THE,78,17663.57,19.45137157107232
2022-01-19,Sandusky,PRE,22,3437.12,9.053497942386832
2022-01-19,Sandusky,STA,69,7061.82,28.39506172839506
2022-01-19,Sandusky,THE,60,7392.62,24.691358024691358
2022-01-19,Scottsdale,PRE,22,4864.22,8.396946564885496
2022-01-19,Scottsdale,STA,101,15770.32,38.54961832061068
2022-01-19,Scottsdale,THE,66,8640.47,25.190839694656486
2022-01-19,Southern California,PRE,1,323.56,0.2074688796680498
2022-01-19,Southern California,STA,68,8940.0,14.107883817427386
2022-01-19,Southern California,THE,25,4511.55,5.186721991701245
2022-01-19,Traverse City,PRE,4,940.44,2.0408163265306123
2022-01-19,Traverse City,STA,77,8006.63,39.285714285714285
2022-01-19,Traverse City,THE,81,11759.31,41.3265306122449
2022-01-19,Williamsburg,PRE,51,9828.29,14.010989010989011
2022-01-19,Williamsburg,STA,80,10286.15,21.978021978021978
2022-01-19,Williamsburg,THE,59,8707.06,16.208791208791208
2022-01-19,Wisconsin Dells,PRE,15,3037.78,9.803921568627452
2022-01-19,Wisconsin Dells,STA,62,6268.2,40.52287581699346
2022-01-19,Wisconsin Dells,THE,19,3085.6,12.418300653594772
2022-01-20,Atlanta,PRE,35,6059.85,10.9717868338558
2022-01-20,Atlanta,STA,85,10543.18,26.64576802507837
2022-01-20,Atlanta,THE,88,11992.66,27.586206896551722
2022-01-20,Colorado,PRE,4,1279.62,1.7167381974248928
2022-01-20,Colorado,STA,122,14065.94,52.36051502145923
2022-01-20,Colorado,THE,37,6275.32,15.879828326180256
2022-01-20,Concord,PRE,23,6935.04,6.3711911357340725
2022-01-20,Concord,STA,142,17256.38,39.335180055401665
2022-01-20,Concord,THE,82,13988.94,22.71468144044321
2022-01-20,Grand Mound,PRE,57,13800.7,14.321608040201006
2022-01-20,Grand Mound,STA,150,22112.07,37.68844221105528
2022-01-20,Grand Mound,THE,98,17686.41,24.623115577889447
2022-01-20,Grapevine,PRE,15,4119.9800000000005,2.7573529411764706
2022-01-20,Grapevine,STA,121,15449.48,22.24264705882353
2022-01-20,Grapevine,THE,88,13595.369999999999,16.176470588235293
2022-01-20,Gurnee,PRE,6,2413.61,2.0761245674740483
2022-01-20,Gurnee,STA,110,13479.210000000001,38.062283737024224
2022-01-20,Gurnee,THE,44,6877.5199999999995,15.22491349480969
2022-01-20,Kansas City,PRE,9,2092.12,8.035714285714286
2022-01-20,Kansas City,STA,57,6134.45,50.89285714285714
2022-01-20,Kansas City,THE,31,5063.91,27.67857142857143
2022-01-20,Manteca,PRE,13,3883.58,3.058823529411765
2022-01-20,Manteca,STA,47,6141.61,11.058823529411764
2022-01-20,Manteca,THE,28,5649.35,6.588235294117648
2022-01-20,Mason,PRE,68,13532.539999999999,16.957605985037407
2022-01-20,Mason,STA,132,18239.79,32.917705735660846
2022-01-20,Mason,THE,138,20794.16,34.413965087281795
2022-01-20,Minnesota,PRE,17,3635.33,4.207920792079208
2022-01-20,Minnesota,STA,168,19206.53,41.584158415841586
2022-01-20,Minnesota,THE,55,9231.99,13.613861386138614
2022-01-20,New England,PRE,12,4595.57,3.7037037037037033
2022-01-20,New England,STA,179,24589.43,55.24691358024691
2022-01-20,New England,THE,57,11773.03,17.59259259259259
2022-01-20,Poconos,PRE,51,14118.38,12.718204488778055
2022-01-20,Poconos,STA,197,33507.66,49.12718204488778
2022-01-20,Poconos,THE,111,26452.26,27.680798004987533
2022-01-20,Sandusky,PRE,21,3417.68,8.641975308641975
2022-01-20,Sandusky,STA,156,16830.7,64.19753086419753
2022-01-20,Sandusky,THE,83,11521.7,34.15637860082305
2022-01-20,Scottsdale,PRE,27,6055.71,10.305343511450381
2022-01-20,Scottsdale,STA,97,16546.44,37.02290076335878
2022-01-20,Scottsdale,THE,70,10492.960000000001,26.717557251908396
2022-01-20,Southern California,PRE,4,1333.37,0.8298755186721992
2022-01-20,Southern California,STA,84,11680.06,17.42738589211618
2022-01-20,Southern California,THE,40,7749.17,8.29875518672199
2022-01-20,Traverse City,PRE,10,2795.75,5.1020408163265305
2022-01-20,Traverse City,STA,69,10181.869999999999,35.204081632653065
2022-01-20,Traverse City,THE,95,16831.72,48.46938775510204
2022-01-20,Williamsburg,PRE,63,12628.99,17.307692307692307
2022-01-20,Williamsburg,STA,97,12760.54,26.64835164835165
2022-01-20,Williamsburg,THE,88,13871.56,24.175824175824175
2022-01-20,Wisconsin Dells,PRE,22,4598.37,14.37908496732026
2022-01-20,Wisconsin Dells,STA,107,11598.06,69.93464052287581
2022-01-20,Wisconsin Dells,THE,31,5399.53,20.26143790849673
2022-01-21,Atlanta,PRE,42,15062.89,10.218978102189782
2022-01-21,Atlanta,STA,130,29572.0,31.630170316301705
2022-01-21,Atlanta,THE,160,43722.97,38.929440389294406
2022-01-21,Colorado,PRE,15,6987.16,4.823151125401929
2022-01-21,Colorado,STA,189,38372.74,60.77170418006431
2022-01-21,Colorado,THE,49,16605.06,15.755627009646304
2022-01-21,Concord,PRE,33,16835.62,8.208955223880597
2022-01-21,Concord,STA,190,47301.06,47.2636815920398
2022-01-21,Concord,THE,121,42133.72,30.09950248756219
2022-01-21,Grand Mound,PRE,57,28010.35,14.321608040201006
2022-01-21,Grand Mound,STA,163,43591.96,40.95477386934673
2022-01-21,Grand Mound,THE,92,33777.51,23.115577889447238
2022-01-21,Grapevine,PRE,38,16969.85,6.2809917355371905
2022-01-21,Grapevine,STA,273,52969.54,45.123966942148755
2022-01-21,Grapevine,THE,202,47525.68,33.388429752066116
2022-01-21,Gurnee,PRE,20,9611.89,6.042296072507553
2022-01-21,Gurnee,STA,198,45376.61,59.818731117824775
2022-01-21,Gurnee,THE,82,24721.32,24.773413897280967
2022-01-21,Kansas City,PRE,23,10973.25,9.126984126984127
2022-01-21,Kansas City,STA,104,20728.67,41.269841269841265
2022-01-21,Kansas City,THE,74,24267.71,29.365079365079367
2022-01-21,Manteca,PRE,26,11377.56,5.2
2022-01-21,Manteca,STA,167,36256.18,33.4
2022-01-21,Manteca,THE,85,25758.81,17.0
2022-01-21,Mason,PRE,49,23561.27,12.219451371571072
2022-01-21,Mason,STA,161,38011.87,40.14962593516209
2022-01-21,Mason,THE,132,45040.8,32.917705735660846
2022-01-21,Minnesota,PRE,24,8404.85,5.9405940594059405
2022-01-21,Minnesota,STA,263,56461.07,65.0990099009901
2022-01-21,Minnesota,THE,62,17839.25,15.346534653465346
2022-01-21,New England,PRE,14,11313.2,3.8356164383561646
2022-01-21,New England,STA,263,64490.01,72.05479452054794
2022-01-21,New England,THE,71,28783.11,19.45205479452055
2022-01-21,Poconos,PRE,55,29645.24,13.715710723192021
2022-01-21,Poconos,STA,203,68222.4,50.62344139650873
2022-01-21,Poconos,THE,120,48442.76,29.925187032418954
2022-01-21,Sandusky,PRE,19,6983.55,7.011070110701106
2022-01-21,Sandusky,STA,147,33244.54,54.24354243542435
2022-01-21,Sandusky,THE,67,16927.43,24.723247232472325
2022-01-21,Scottsdale,PRE,42,13056.81,13.333333333333334
2022-01-21,Scottsdale,STA,118,24674.33,37.46031746031746
2022-01-21,Scottsdale,THE,96,24986.81,30.476190476190478
2022-01-21,Southern California,PRE,11,5292.79,2.1484375
2022-01-21,Southern California,STA,231,42432.07,45.1171875
2022-01-21,Southern California,THE,56,16671.1,10.9375
2022-01-21,Traverse City,PRE,26,12598.98,11.607142857142858
2022-01-21,Traverse City,STA,64,18239.89,28.57142857142857
2022-01-21,Traverse City,THE,87,28696.31,38.839285714285715
2022-01-21,Williamsburg,PRE,87,36250.61,23.9010989010989
2022-01-21,Williamsburg,STA,112,29681.47,30.76923076923077
2022-01-21,Williamsburg,THE,101,34004.62,27.747252747252748
2022-01-21,Wisconsin Dells,PRE,43,12491.18,14.006514657980457
2022-01-21,Wisconsin Dells,STA,194,35955.1,63.19218241042345
2022-01-21,Wisconsin Dells,THE,64,16574.56,20.846905537459286
2022-01-22,Atlanta,PRE,50,27547.71,12.165450121654501
2022-01-22,Atlanta,STA,165,50572.52,40.14598540145985
2022-01-22,Atlanta,THE,135,53789.78,32.846715328467155
2022-01-22,Colorado,PRE,18,10099.29,5.787781350482315
2022-01-22,Colorado,STA,178,53998.24,57.234726688102896
2022-01-22,Colorado,THE,54,22043.16,17.363344051446948
2022-01-22,Concord,PRE,43,29132.12,10.696517412935323
2022-01-22,Concord,STA,163,55897.52,40.547263681592035
2022-01-22,Concord,THE,146,68363.9,36.318407960199
2022-01-22,Grand Mound,PRE,57,37294.62,14.321608040201006
2022-01-22,Grand Mound,STA,161,55722.86,40.45226130653266
2022-01-22,Grand Mound,THE,89,43898.16,22.36180904522613
2022-01-22,Grapevine,PRE,45,25843.96,7.43801652892562
2022-01-22,Grapevine,STA,284,78751.01,46.942148760330575
2022-01-22,Grapevine,THE,203,70167.81,33.553719008264466
2022-01-22,Gurnee,PRE,22,14694.23,6.646525679758309
2022-01-22,Gurnee,STA,167,52053.45,50.453172205438065
2022-01-22,Gurnee,THE,102,39983.99,30.815709969788518
2022-01-22,Kansas City,PRE,27,17358.58,10.714285714285714
2022-01-22,Kansas City,STA,89,30745.98,35.317460317460316
2022-01-22,Kansas City,THE,74,33164.89,29.365079365079367
2022-01-22,Manteca,PRE,33,19583.28,6.6000000000000005
2022-01-22,Manteca,STA,182,55335.94,36.4
2022-01-22,Manteca,THE,97,40547.18,19.400000000000002
2022-01-22,Mason,PRE,50,35424.28,12.468827930174564
2022-01-22,Mason,STA,168,52957.94,41.895261845386536
2022-01-22,Mason,THE,122,61502.88,30.423940149625935
2022-01-22,Minnesota,PRE,23,10478.83,5.693069306930694
2022-01-22,Minnesota,STA,289,91945.46,71.53465346534654
2022-01-22,Minnesota,THE,59,24785.3,14.603960396039604
2022-01-22,New England,PRE,20,20750.87,5.47945205479452
2022-01-22,New England,STA,253,91070.09,69.31506849315069
2022-01-22,New England,THE,84,45657.69,23.013698630136986
2022-01-22,Poconos,PRE,67,53156.46,16.708229426433917
2022-01-22,Poconos,STA,207,103685.95999999999,51.6209476309227
2022-01-22,Poconos,THE,121,67834.36,30.174563591022448
2022-01-22,Sandusky,PRE,22,12220.3,8.118081180811808
2022-01-22,Sandusky,STA,152,53742.72,56.08856088560885
2022-01-22,Sandusky,THE,66,26908.0,24.354243542435423
2022-01-22,Scottsdale,PRE,36,18331.73,11.428571428571429
2022-01-22,Scottsdale,STA,97,24806.21,30.793650793650794
2022-01-22,Scottsdale,THE,106,33824.37,33.65079365079365
2022-01-22,Southern California,PRE,9,5781.5199999999995,1.7578125
2022-01-22,Southern California,STA,337,79953.94,65.8203125
2022-01-22,Southern California,THE,80,31896.23,15.625
2022-01-22,Traverse City,PRE,26,14870.37,11.607142857142858
2022-01-22,Traverse City,STA,71,25020.75,31.69642857142857
2022-01-22,Traverse City,THE,94,37886.72,41.964285714285715
2022-01-22,Williamsburg,PRE,90,52692.59,24.725274725274726
2022-01-22,Williamsburg,STA,118,44867.89,32.417582417582416
2022-01-22,Williamsburg,THE,126,59899.38,34.61538461538461
2022-01-22,Wisconsin Dells,PRE,45,18185.81,14.65798045602606
2022-01-22,Wisconsin Dells,STA,182,45725.48,59.28338762214984
2022-01-22,Wisconsin Dells,THE,63,22736.98,20.521172638436482
2022-01-23,Atlanta,PRE,49,8947.22,13.424657534246576
2022-01-23,Atlanta,STA,49,6481.2699999999995,13.424657534246576
2022-01-23,Atlanta,THE,136,19134.88,37.26027397260274
2022-01-23,Colorado,PRE,10,3368.4900000000002,4.032258064516129
2022-01-23,Colorado,STA,123,17854.01,49.596774193548384
2022-01-23,Colorado,THE,45,10025.47,18.14516129032258
2022-01-23,Concord,PRE,22,7847.71,6.853582554517133
2022-01-23,Concord,STA,164,25667.91,51.09034267912772
2022-01-23,Concord,THE,110,23157.01,34.26791277258567
2022-01-23,Grand Mound,PRE,52,15157.16,16.352201257861633
2022-01-23,Grand Mound,STA,126,23340.06,39.62264150943396
2022-01-23,Grand Mound,THE,71,16401.94,22.32704402515723
2022-01-23,Grapevine,PRE,13,3529.24,2.1487603305785123
2022-01-23,Grapevine,STA,122,16639.5,20.165289256198346
2022-01-23,Grapevine,THE,136,21000.34,22.479338842975206
2022-01-23,Gurnee,PRE,8,3088.58,2.416918429003021
2022-01-23,Gurnee,STA,134,16479.88,40.483383685800604
2022-01-23,Gurnee,THE,60,9449.98,18.12688821752266
2022-01-23,Kansas City,PRE,15,3402.05,13.392857142857142
2022-01-23,Kansas City,STA,57,7949.54,50.89285714285714
2022-01-23,Kansas City,THE,35,5805.66,31.25
2022-01-23,Manteca,PRE,19,5559.3,3.8
2022-01-23,Manteca,STA,145,20464.1,28.999999999999996
2022-01-23,Manteca,THE,60,11250.42,12.0
2022-01-23,Mason,PRE,67,16725.9,19.705882352941178
2022-01-23,Mason,STA,148,22520.49,43.529411764705884
2022-01-23,Mason,THE,128,24565.74,37.64705882352941
2022-01-23,Minnesota,PRE,22,6114.64,5.445544554455446
2022-01-23,Minnesota,STA,286,42314.41,70.79207920792079
2022-01-23,Minnesota,THE,60,11299.42,14.85148514851485
2022-01-23,New England,PRE,16,7850.49,4.383561643835616
2022-01-23,New England,STA,223,38365.87,61.09589041095891
2022-01-23,New England,THE,65,18819.24,17.80821917808219
2022-01-23,Poconos,PRE,58,23875.28,14.463840399002494
2022-01-23,Poconos,STA,211,57210.07,52.618453865336654
2022-01-23,Poconos,THE,105,36444.26,26.184538653366584
2022-01-23,Sandusky,PRE,22,6283.12,8.118081180811808
2022-01-23,Sandusky,STA,135,17500.78,49.815498154981555
2022-01-23,Sandusky,THE,71,11615.32,26.199261992619927
2022-01-23,Scottsdale,PRE,31,7285.48,11.071428571428571
2022-01-23,Scottsdale,STA,67,8092.69,23.92857142857143
2022-01-23,Scottsdale,THE,116,16859.14,41.42857142857143
2022-01-23,Southern California,PRE,12,4242.26,2.4896265560165975
2022-01-23,Southern California,STA,151,20673.3,31.327800829875518
2022-01-23,Southern California,THE,65,13986.48,13.485477178423237
2022-01-23,Traverse City,PRE,11,3579.98,5.238095238095238
2022-01-23,Traverse City,STA,67,10855.289999999999,31.9047619047619
2022-01-23,Traverse City,THE,81,14768.14,38.57142857142858
2022-01-23,Williamsburg,PRE,57,15078.93,20.141342756183743
2022-01-23,Williamsburg,STA,91,16133.24,32.15547703180212
2022-01-23,Williamsburg,THE,108,22692.6,38.16254416961131
2022-01-23,Wisconsin Dells,PRE,15,3296.13,4.88599348534202
2022-01-23,Wisconsin Dells,STA,94,10329.78,30.618892508143325
2022-01-23,Wisconsin Dells,THE,43,7970.07,14.006514657980457
2022-01-24,Atlanta,PRE,43,7179.25,11.78082191780822
2022-01-24,Atlanta,STA,27,3044.94,7.397260273972603
2022-01-24,Atlanta,THE,75,10286.82,20.54794520547945
2022-01-24,Colorado,PRE,3,822.62,1.2875536480686696
2022-01-24,Colorado,STA,66,7961.21,28.32618025751073
2022-01-24,Colorado,THE,38,7162.01,16.30901287553648
2022-01-24,Concord,PRE,17,4247.24,4.7091412742382275
2022-01-24,Concord,STA,87,11729.49,24.099722991689752
